"Participant","Illusion_Type","Trial","RT","Error","Illusion_Strength","Illusion_Difference"
"S24","Ebbinghaus",17,0.764,0,0.7,0.8
"S24","Ebbinghaus",18,1.364,1,2.1,0.32
"S24","Ebbinghaus",22,0.732,0,0.7,0.32
"S24","Ebbinghaus",25,1.009,1,2.1,0.08
"S24","Ebbinghaus",27,0.932,1,1.4,0.08
"S24","Ebbinghaus",31,1.657,1,0.7,0.08
"S24","Ebbinghaus",32,0.59,0,0.7,0.8
"S24","Ebbinghaus",33,1.082,0,2.1,0.56
"S24","Ebbinghaus",34,1.22,1,1.4,0.08
"S24","Ebbinghaus",36,0.948,0,0.7,0.56
"S24","Ebbinghaus",37,0.97,0,0.7,0.08
"S24","Ebbinghaus",43,0.716,0,1.4,0.56
"S24","Ebbinghaus",44,0.979,0,2.1,0.8
"S24","Ebbinghaus",45,0.831,0,0.7,0.56
"S24","Ebbinghaus",46,0.776,0,1.4,0.8
"S24","Ebbinghaus",51,1.061,1,1.4,0.32
"S24","Ebbinghaus",52,1.274,0,0.7,0.32
"S24","Ebbinghaus",56,0.601,1,2.1,0.08
"S24","Delboeuf",4,0.86,0,0.7,0.08
"S24","Delboeuf",5,0.879,0,1.4,0.56
"S24","Delboeuf",11,0.868,0,2.1,0.8
"S24","Delboeuf",13,0.948,0,2.1,0.08
"S24","Delboeuf",15,0.472,0,1.4,0.56
"S24","Delboeuf",16,0.756,1,2.1,0.32
"S24","Delboeuf",17,0.834,1,2.1,0.32
"S24","Delboeuf",20,1.23,1,1.4,0.08
"S24","Delboeuf",21,1.12,0,0.7,0.32
"S24","Delboeuf",23,1.003,0,0.7,0.8
"S24","Delboeuf",26,0.763,1,2.1,0.08
"S24","Delboeuf",27,0.613,0,1.4,0.8
"S24","Delboeuf",30,0.602,0,1.4,0.32
"S24","Delboeuf",35,0.641,0,1.4,0.8
"S24","Delboeuf",36,1.059,1,1.4,0.32
"S24","Delboeuf",37,1.11,0,1.4,0.08
"S24","Delboeuf",38,0.931,0,0.7,0.56
"S24","Delboeuf",43,0.742,1,0.7,0.08
"S24","Delboeuf",44,0.621,1,0.7,0.32
"S24","Delboeuf",46,1.068,0,2.1,0.8
"S24","Delboeuf",49,0.707,1,2.1,0.56
"S24","Delboeuf",51,0.721,1,0.7,0.56
"S24","Delboeuf",55,0.823,0,0.7,0.8
"S24","Delboeuf",56,0.99,1,2.1,0.56
"S24","Vertical-Horizontal",1,1.378,1,60,0.21
"S24","Vertical-Horizontal",2,0.753,0,60,0.21
"S24","Vertical-Horizontal",5,0.54,1,60,0.3
"S24","Vertical-Horizontal",6,0.696,0,60,0.3
"S24","Vertical-Horizontal",7,0.985,1,30,0.12
"S24","Vertical-Horizontal",8,0.69,1,90,0.12
"S24","Vertical-Horizontal",11,0.82,1,60,0.12
"S24","Vertical-Horizontal",13,0.467,1,60,0.12
"S24","Vertical-Horizontal",14,0.633,0,90,0.3
"S24","Vertical-Horizontal",16,0.716,0,30,0.21
"S24","Vertical-Horizontal",18,0.638,1,30,0.03
"S24","Vertical-Horizontal",20,1.017,0,30,0.21
"S24","Vertical-Horizontal",25,0.611,0,90,0.21
"S24","Vertical-Horizontal",27,0.614,1,90,0.03
"S24","Vertical-Horizontal",31,1.173,1,90,0.12
"S24","Vertical-Horizontal",33,0.813,0,90,0.3
"S24","Vertical-Horizontal",35,0.565,1,60,0.03
"S24","Vertical-Horizontal",36,0.57,1,30,0.03
"S24","Vertical-Horizontal",38,0.748,0,90,0.03
"S24","Vertical-Horizontal",39,0.666,0,90,0.21
"S24","Vertical-Horizontal",44,0.594,0,30,0.3
"S24","Vertical-Horizontal",48,1.014,1,30,0.12
"S24","Vertical-Horizontal",49,0.617,0,30,0.3
"S24","Vertical-Horizontal",56,0.524,1,60,0.03
"S24","Delboeuf",2,0.727,1,2.1,0.32
"S24","Delboeuf",3,0.547,0,0.7,0.56
"S24","Delboeuf",4,0.743,1,1.4,0.08
"S24","Delboeuf",5,0.498,0,1.4,0.08
"S24","Delboeuf",8,0.892,0,0.7,0.56
"S24","Delboeuf",10,0.853,1,0.7,0.08
"S24","Delboeuf",13,0.788,1,2.1,0.08
"S24","Delboeuf",14,1.222,0,1.4,0.8
"S24","Delboeuf",18,0.684,0,2.1,0.8
"S24","Delboeuf",19,0.44,0,0.7,0.32
"S24","Delboeuf",21,0.679,0,0.7,0.32
"S24","Delboeuf",22,0.664,0,1.4,0.8
"S24","Delboeuf",23,0.592,0,0.7,0.8
"S24","Delboeuf",25,0.57,1,2.1,0.08
"S24","Delboeuf",29,0.807,0,2.1,0.56
"S24","Delboeuf",30,1,0,2.1,0.32
"S24","Delboeuf",36,1.5,1,1.4,0.32
"S24","Delboeuf",40,0.668,0,2.1,0.56
"S24","Delboeuf",41,1,1,1.4,0.56
"S24","Delboeuf",42,0.577,0,1.4,0.56
"S24","Delboeuf",46,1.034,0,1.4,0.32
"S24","Delboeuf",51,0.768,1,0.7,0.8
"S24","Delboeuf",52,1.503,1,0.7,0.08
"S24","Delboeuf",54,0.677,0,2.1,0.8
"S24","Müller-Lyer",1,0.878,0,50,0.35
"S24","Müller-Lyer",4,0.845,0,33.3333333333333,0.05
"S24","Müller-Lyer",5,0.648,0,16.6666666666667,0.2
"S24","Müller-Lyer",8,0.656,1,33.3333333333333,0.05
"S24","Müller-Lyer",9,1.101,1,50,0.05
"S24","Müller-Lyer",10,0.913,0,16.6666666666667,0.5
"S24","Müller-Lyer",12,0.641,1,16.6666666666667,0.05
"S24","Müller-Lyer",13,0.79,0,33.3333333333333,0.5
"S24","Müller-Lyer",19,1.115,0,50,0.5
"S24","Müller-Lyer",20,0.634,0,33.3333333333333,0.5
"S24","Müller-Lyer",21,0.929,0,16.6666666666667,0.35
"S24","Müller-Lyer",26,0.871,0,50,0.35
"S24","Müller-Lyer",28,0.763,0,50,0.2
"S24","Müller-Lyer",32,0.611,1,50,0.5
"S24","Müller-Lyer",33,0.653,1,33.3333333333333,0.2
"S24","Müller-Lyer",34,1.042,0,33.3333333333333,0.2
"S24","Müller-Lyer",36,0.661,1,50,0.05
"S24","Müller-Lyer",38,0.657,0,16.6666666666667,0.5
"S24","Müller-Lyer",41,0.519,0,16.6666666666667,0.35
"S24","Müller-Lyer",42,0.777,0,33.3333333333333,0.35
"S24","Müller-Lyer",43,1.056,0,50,0.2
"S24","Müller-Lyer",45,1.316,0,16.6666666666667,0.05
"S24","Müller-Lyer",46,0.617,1,16.6666666666667,0.2
"S24","Müller-Lyer",55,0.71,0,33.3333333333333,0.35
"S24","Ponzo",3,0.818,1,8.33333333333334,0.04
"S24","Ponzo",4,0.615,0,16.6666666666667,0.4
"S24","Ponzo",5,0.659,0,8.33333333333334,0.16
"S24","Ponzo",8,0.554,1,16.6666666666667,0.04
"S24","Ponzo",9,0.486,0,8.33333333333334,0.4
"S24","Ponzo",14,0.899,0,16.6666666666667,0.16
"S24","Ponzo",16,1.23,0,16.6666666666667,0.28
"S24","Ponzo",18,0.64,1,25,0.28
"S24","Ponzo",20,1.24,0,25,0.28
"S24","Ponzo",21,0.703,1,16.6666666666667,0.16
"S24","Ponzo",22,1.45,1,8.33333333333334,0.04
"S24","Ponzo",24,0.713,1,25,0.04
"S24","Ponzo",26,0.808,0,8.33333333333334,0.28
"S24","Ponzo",28,0.625,0,8.33333333333334,0.16
"S24","Ponzo",29,0.709,0,16.6666666666667,0.4
"S24","Ponzo",30,1.693,1,25,0.16
"S24","Ponzo",34,0.657,0,8.33333333333334,0.4
"S24","Ponzo",41,1.195,1,25,0.16
"S24","Ponzo",42,0.622,0,8.33333333333334,0.28
"S24","Ponzo",45,1.112,0,25,0.4
"S24","Ponzo",48,0.73,0,16.6666666666667,0.28
"S24","Ponzo",50,1.057,0,25,0.4
"S24","Ponzo",54,0.662,1,25,0.04
"S24","Ponzo",56,1.19,0,16.6666666666667,0.04
"S24","Ebbinghaus",1,0.739,1,2.1,0.08
"S24","Ebbinghaus",3,0.684,1,2.1,0.08
"S24","Ebbinghaus",4,0.837,0,2.1,0.8
"S24","Ebbinghaus",6,0.807,0,0.7,0.56
"S24","Ebbinghaus",8,1.211,0,0.7,0.08
"S24","Ebbinghaus",10,0.679,0,1.4,0.56
"S24","Ebbinghaus",14,0.729,0,2.1,0.8
"S24","Ebbinghaus",17,0.552,0,1.4,0.8
"S24","Ebbinghaus",19,0.535,1,2.1,0.56
"S24","Ebbinghaus",27,0.634,1,1.4,0.08
"S24","Ebbinghaus",29,0.5,0,0.7,0.8
"S24","Ebbinghaus",31,0.857,1,2.1,0.32
"S24","Ebbinghaus",32,0.438,0,1.4,0.8
"S24","Ebbinghaus",33,1.084,1,2.1,0.32
"S24","Ebbinghaus",36,0.748,1,1.4,0.32
"S24","Ebbinghaus",37,1.689,1,1.4,0.32
"S24","Ebbinghaus",38,0.661,0,2.1,0.56
"S24","Ebbinghaus",41,0.738,0,0.7,0.8
"S24","Ebbinghaus",43,0.479,0,0.7,0.32
"S24","Ebbinghaus",44,0.424,1,0.7,0.08
"S24","Ebbinghaus",45,1.179,0,0.7,0.32
"S24","Ebbinghaus",49,0.546,0,0.7,0.56
"S24","Ebbinghaus",51,0.734,1,1.4,0.08
"S24","Ebbinghaus",55,0.496,0,1.4,0.56
"S25","Delboeuf",8,0.487,0,0.7,0.8
"S25","Delboeuf",10,0.749,1,1.4,0.32
"S25","Delboeuf",13,0.842,0,2.1,0.8
"S25","Delboeuf",14,1.112,0,2.1,0.8
"S25","Delboeuf",15,1.11,0,2.1,0.32
"S25","Delboeuf",17,1.184,0,2.1,0.32
"S25","Delboeuf",18,0.711,0,0.7,0.56
"S25","Delboeuf",21,0.887,0,0.7,0.8
"S25","Delboeuf",22,1.093,1,0.7,0.08
"S25","Delboeuf",23,0.865,0,0.7,0.32
"S25","Delboeuf",29,1.179,0,1.4,0.56
"S25","Delboeuf",31,1.21,0,1.4,0.08
"S25","Delboeuf",32,0.988,0,1.4,0.8
"S25","Delboeuf",33,0.913,0,1.4,0.8
"S25","Delboeuf",35,1.194,1,2.1,0.08
"S25","Delboeuf",36,1.007,0,0.7,0.32
"S25","Delboeuf",42,0.851,0,1.4,0.56
"S25","Delboeuf",45,0.795,0,2.1,0.56
"S25","Delboeuf",46,1.16,0,1.4,0.32
"S25","Delboeuf",47,1.264,0,2.1,0.08
"S25","Delboeuf",48,0.613,0,0.7,0.56
"S25","Delboeuf",50,1.157,0,2.1,0.56
"S25","Delboeuf",52,1.201,0,0.7,0.08
"S25","Delboeuf",54,1.367,1,1.4,0.08
"S25","Vertical-Horizontal",6,0.576,0,60,0.3
"S25","Vertical-Horizontal",8,1.177,0,60,0.12
"S25","Vertical-Horizontal",11,1.04,1,90,0.03
"S25","Vertical-Horizontal",12,0.905,0,60,0.3
"S25","Vertical-Horizontal",14,0.903,0,60,0.21
"S25","Vertical-Horizontal",15,1.548,1,30,0.03
"S25","Vertical-Horizontal",16,0.575,0,30,0.3
"S25","Vertical-Horizontal",18,1.234,0,90,0.21
"S25","Vertical-Horizontal",20,0.621,1,60,0.12
"S25","Vertical-Horizontal",23,1.023,0,60,0.21
"S25","Vertical-Horizontal",26,0.821,0,30,0.21
"S25","Vertical-Horizontal",27,1.582,1,60,0.03
"S25","Vertical-Horizontal",29,1.207,0,90,0.3
"S25","Vertical-Horizontal",31,0.948,0,30,0.21
"S25","Vertical-Horizontal",32,0.78,0,90,0.21
"S25","Vertical-Horizontal",34,0.811,0,30,0.3
"S25","Vertical-Horizontal",35,1.476,0,90,0.12
"S25","Vertical-Horizontal",38,1.07,1,90,0.03
"S25","Vertical-Horizontal",42,1.092,1,60,0.03
"S25","Vertical-Horizontal",46,2.271,1,30,0.12
"S25","Vertical-Horizontal",50,0.901,0,90,0.3
"S25","Vertical-Horizontal",52,1.178,1,30,0.03
"S25","Vertical-Horizontal",54,1.461,0,90,0.12
"S25","Vertical-Horizontal",56,0.917,0,30,0.12
"S25","Müller-Lyer",2,0.475,1,50,0.05
"S25","Müller-Lyer",3,1.12,0,33.3333333333333,0.5
"S25","Müller-Lyer",7,0.964,1,16.6666666666667,0.05
"S25","Müller-Lyer",8,1.54,0,16.6666666666667,0.2
"S25","Müller-Lyer",14,1.208,0,33.3333333333333,0.35
"S25","Müller-Lyer",17,0.458,1,50,0.2
"S25","Müller-Lyer",20,0.937,1,16.6666666666667,0.2
"S25","Müller-Lyer",21,1.662,0,33.3333333333333,0.2
"S25","Müller-Lyer",23,0.503,1,33.3333333333333,0.05
"S25","Müller-Lyer",24,0.656,1,50,0.2
"S25","Müller-Lyer",27,0.806,0,16.6666666666667,0.35
"S25","Müller-Lyer",31,1.983,0,16.6666666666667,0.35
"S25","Müller-Lyer",32,1.168,0,50,0.5
"S25","Müller-Lyer",34,0.837,1,50,0.05
"S25","Müller-Lyer",36,0.876,1,33.3333333333333,0.2
"S25","Müller-Lyer",39,1.602,0,50,0.5
"S25","Müller-Lyer",40,1.17,1,16.6666666666667,0.05
"S25","Müller-Lyer",41,2.454,1,50,0.35
"S25","Müller-Lyer",43,0.699,0,16.6666666666667,0.5
"S25","Müller-Lyer",44,0.782,0,16.6666666666667,0.5
"S25","Müller-Lyer",46,0.751,1,33.3333333333333,0.05
"S25","Müller-Lyer",52,1.241,0,33.3333333333333,0.5
"S25","Müller-Lyer",54,0.694,1,50,0.35
"S25","Müller-Lyer",56,0.811,1,33.3333333333333,0.35
"S25","Ponzo",1,1.308,1,25,0.04
"S25","Ponzo",2,0.935,0,25,0.4
"S25","Ponzo",3,1.09,1,16.6666666666667,0.04
"S25","Ponzo",4,1.208,1,25,0.04
"S25","Ponzo",6,1.009,1,16.6666666666667,0.04
"S25","Ponzo",7,0.901,0,8.33333333333334,0.28
"S25","Ponzo",12,0.906,0,16.6666666666667,0.28
"S25","Ponzo",19,1.631,0,25,0.28
"S25","Ponzo",20,0.851,0,25,0.4
"S25","Ponzo",21,0.438,0,8.33333333333334,0.4
"S25","Ponzo",23,0.659,0,8.33333333333334,0.28
"S25","Ponzo",27,1.081,0,8.33333333333334,0.16
"S25","Ponzo",35,0.83,0,8.33333333333334,0.16
"S25","Ponzo",38,1.291,1,25,0.16
"S25","Ponzo",39,0.535,1,25,0.16
"S25","Ponzo",40,0.788,0,16.6666666666667,0.4
"S25","Ponzo",41,1.517,0,16.6666666666667,0.16
"S25","Ponzo",43,1.752,0,8.33333333333334,0.04
"S25","Ponzo",44,1.102,1,8.33333333333334,0.04
"S25","Ponzo",49,0.902,0,25,0.28
"S25","Ponzo",50,0.745,0,16.6666666666667,0.4
"S25","Ponzo",52,0.76,0,8.33333333333334,0.4
"S25","Ponzo",53,1.276,0,16.6666666666667,0.28
"S25","Ponzo",54,1.75,0,16.6666666666667,0.16
"S25","Ebbinghaus",1,0.789,0,1.4,0.8
"S25","Ebbinghaus",2,1.459,0,2.1,0.32
"S25","Ebbinghaus",3,0.975,0,2.1,0.56
"S25","Ebbinghaus",5,1.389,1,2.1,0.08
"S25","Ebbinghaus",8,0.643,0,1.4,0.56
"S25","Ebbinghaus",11,0.568,0,1.4,0.56
"S25","Ebbinghaus",13,0.623,1,0.7,0.08
"S25","Ebbinghaus",17,1.098,0,2.1,0.56
"S25","Ebbinghaus",24,0.738,0,0.7,0.32
"S25","Ebbinghaus",25,0.508,0,0.7,0.8
"S25","Ebbinghaus",28,1.015,1,0.7,0.08
"S25","Ebbinghaus",29,1.059,1,1.4,0.08
"S25","Ebbinghaus",31,1.179,0,0.7,0.56
"S25","Ebbinghaus",32,0.726,0,2.1,0.8
"S25","Ebbinghaus",36,0.419,0,0.7,0.56
"S25","Ebbinghaus",39,0.4,0,0.7,0.8
"S25","Ebbinghaus",44,1.153,1,1.4,0.08
"S25","Ebbinghaus",46,0.866,0,2.1,0.8
"S25","Ebbinghaus",47,1.38,0,1.4,0.32
"S25","Ebbinghaus",49,1.043,0,2.1,0.32
"S25","Ebbinghaus",50,0.819,0,0.7,0.32
"S25","Ebbinghaus",51,1.253,0,1.4,0.32
"S25","Ebbinghaus",53,0.613,0,1.4,0.8
"S25","Ebbinghaus",54,1.353,0,2.1,0.08
"S25","Vertical-Horizontal",1,1.436,0,30,0.12
"S25","Vertical-Horizontal",3,0.553,0,60,0.3
"S25","Vertical-Horizontal",7,1.519,1,90,0.03
"S25","Vertical-Horizontal",8,0.815,1,60,0.03
"S25","Vertical-Horizontal",10,0.854,0,90,0.21
"S25","Vertical-Horizontal",14,1.004,0,30,0.3
"S25","Vertical-Horizontal",16,0.779,0,30,0.21
"S25","Vertical-Horizontal",17,0.815,0,60,0.21
"S25","Vertical-Horizontal",20,1.106,0,60,0.21
"S25","Vertical-Horizontal",21,1.08,0,90,0.21
"S25","Vertical-Horizontal",22,1.922,0,30,0.03
"S25","Vertical-Horizontal",23,1.113,0,90,0.12
"S25","Vertical-Horizontal",24,1.073,1,90,0.03
"S25","Vertical-Horizontal",25,1.486,0,90,0.12
"S25","Vertical-Horizontal",26,0.882,0,60,0.3
"S25","Vertical-Horizontal",28,1.712,0,60,0.12
"S25","Vertical-Horizontal",33,1.235,0,90,0.3
"S25","Vertical-Horizontal",34,1.566,0,30,0.03
"S25","Vertical-Horizontal",41,0.568,0,90,0.3
"S25","Vertical-Horizontal",42,0.711,0,30,0.21
"S25","Vertical-Horizontal",49,0.483,1,30,0.12
"S25","Vertical-Horizontal",52,0.476,1,60,0.03
"S25","Vertical-Horizontal",53,0.524,0,30,0.3
"S25","Vertical-Horizontal",54,1.134,0,60,0.12
"S25","Ebbinghaus",2,0.775,0,1.4,0.32
"S25","Ebbinghaus",5,0.679,0,1.4,0.8
"S25","Ebbinghaus",6,0.571,1,1.4,0.08
"S25","Ebbinghaus",11,1.027,0,0.7,0.32
"S25","Ebbinghaus",12,1.048,0,0.7,0.56
"S25","Ebbinghaus",18,2.023,0,1.4,0.56
"S25","Ebbinghaus",19,0.909,1,0.7,0.08
"S25","Ebbinghaus",20,1.061,0,1.4,0.32
"S25","Ebbinghaus",21,0.944,0,1.4,0.56
"S25","Ebbinghaus",22,1.225,0,0.7,0.32
"S25","Ebbinghaus",24,0.514,0,0.7,0.56
"S25","Ebbinghaus",25,0.79,0,1.4,0.08
"S25","Ebbinghaus",26,0.806,0,2.1,0.56
"S25","Ebbinghaus",28,0.659,0,0.7,0.08
"S25","Ebbinghaus",29,0.448,0,2.1,0.8
"S25","Ebbinghaus",34,0.803,0,1.4,0.8
"S25","Ebbinghaus",35,0.719,0,2.1,0.8
"S25","Ebbinghaus",38,0.78,1,2.1,0.08
"S25","Ebbinghaus",41,0.697,0,0.7,0.8
"S25","Ebbinghaus",43,1.373,0,2.1,0.32
"S25","Ebbinghaus",44,1.015,0,2.1,0.56
"S25","Ebbinghaus",46,0.495,1,2.1,0.08
"S25","Ebbinghaus",51,1.467,0,2.1,0.32
"S25","Ebbinghaus",56,0.782,0,0.7,0.8
"S25","Delboeuf",3,0.661,1,2.1,0.32
"S25","Delboeuf",6,0.515,1,2.1,0.08
"S25","Delboeuf",7,0.697,0,0.7,0.8
"S25","Delboeuf",9,1.13,0,1.4,0.56
"S25","Delboeuf",10,2.736,0,1.4,0.56
"S25","Delboeuf",11,1.061,0,2.1,0.8
"S25","Delboeuf",14,1.11,0,2.1,0.56
"S25","Delboeuf",17,1.088,0,1.4,0.8
"S25","Delboeuf",19,1.072,0,0.7,0.32
"S25","Delboeuf",20,1.585,0,0.7,0.56
"S25","Delboeuf",21,0.666,0,0.7,0.8
"S25","Delboeuf",22,0.588,0,2.1,0.56
"S25","Delboeuf",25,1.218,0,2.1,0.32
"S25","Delboeuf",27,1.523,0,0.7,0.56
"S25","Delboeuf",30,0.441,0,2.1,0.08
"S25","Delboeuf",32,1.103,0,1.4,0.08
"S25","Delboeuf",39,1.025,0,0.7,0.32
"S25","Delboeuf",40,0.796,0,1.4,0.8
"S25","Delboeuf",41,1.798,0,1.4,0.32
"S25","Delboeuf",42,0.955,1,1.4,0.08
"S25","Delboeuf",44,0.919,0,1.4,0.32
"S25","Delboeuf",47,0.774,0,2.1,0.8
"S25","Delboeuf",50,1.749,0,0.7,0.08
"S25","Delboeuf",51,1.004,0,0.7,0.08
"S25","Ponzo",4,0.489,1,25,0.16
"S25","Ponzo",7,0.818,0,8.33333333333334,0.28
"S25","Ponzo",8,0.531,1,25,0.28
"S25","Ponzo",9,1.178,1,25,0.04
"S25","Ponzo",10,0.515,1,8.33333333333334,0.04
"S25","Ponzo",11,0.495,0,16.6666666666667,0.28
"S25","Ponzo",13,0.638,1,25,0.16
"S25","Ponzo",14,1.053,0,16.6666666666667,0.28
"S25","Ponzo",16,0.674,0,25,0.4
"S25","Ponzo",18,0.864,1,16.6666666666667,0.04
"S25","Ponzo",19,0.594,0,8.33333333333334,0.16
"S25","Ponzo",22,0.635,1,8.33333333333334,0.16
"S25","Ponzo",23,1.596,1,8.33333333333334,0.04
"S25","Ponzo",24,0.733,0,16.6666666666667,0.4
"S25","Ponzo",26,1.16,0,25,0.4
"S25","Ponzo",32,0.189,0,8.33333333333334,0.4
"S25","Ponzo",37,0.488,1,16.6666666666667,0.16
"S25","Ponzo",38,0.561,0,8.33333333333334,0.4
"S25","Ponzo",40,1.753,1,16.6666666666667,0.04
"S25","Ponzo",42,0.752,0,16.6666666666667,0.16
"S25","Ponzo",43,1.664,0,25,0.28
"S25","Ponzo",44,0.647,0,8.33333333333334,0.28
"S25","Ponzo",48,0.65,0,16.6666666666667,0.4
"S25","Ponzo",51,0.444,1,25,0.04
"S25","Müller-Lyer",2,0.819,1,16.6666666666667,0.2
"S25","Müller-Lyer",3,1.387,0,50,0.5
"S25","Müller-Lyer",5,2.183,1,33.3333333333333,0.2
"S25","Müller-Lyer",7,1.619,0,50,0.35
"S25","Müller-Lyer",10,1.55,0,50,0.35
"S25","Müller-Lyer",12,0.917,0,16.6666666666667,0.5
"S25","Müller-Lyer",14,0.945,0,16.6666666666667,0.35
"S25","Müller-Lyer",17,1.108,1,33.3333333333333,0.2
"S25","Müller-Lyer",18,0.808,1,33.3333333333333,0.05
"S25","Müller-Lyer",21,1.38,1,50,0.05
"S25","Müller-Lyer",23,1.678,0,50,0.5
"S25","Müller-Lyer",28,0.992,0,33.3333333333333,0.5
"S25","Müller-Lyer",36,0.571,1,50,0.2
"S25","Müller-Lyer",38,0.73,1,50,0.05
"S25","Müller-Lyer",39,1.687,0,33.3333333333333,0.35
"S25","Müller-Lyer",40,0.828,0,33.3333333333333,0.5
"S25","Müller-Lyer",45,1.578,0,33.3333333333333,0.35
"S25","Müller-Lyer",46,1.611,0,16.6666666666667,0.35
"S25","Müller-Lyer",47,1.295,0,16.6666666666667,0.2
"S25","Müller-Lyer",49,0.839,1,16.6666666666667,0.05
"S25","Müller-Lyer",52,1.036,1,33.3333333333333,0.05
"S25","Müller-Lyer",53,0.652,0,16.6666666666667,0.5
"S25","Müller-Lyer",54,0.916,1,50,0.2
"S25","Müller-Lyer",55,2.251,1,16.6666666666667,0.05
"S26","Ponzo",2,1.212,1,8.33333333333334,0.04
"S26","Ponzo",3,0.675,1,16.6666666666667,0.04
"S26","Ponzo",4,0.791,0,8.33333333333334,0.16
"S26","Ponzo",6,1.131,1,25,0.04
"S26","Ponzo",7,0.715,0,8.33333333333334,0.4
"S26","Ponzo",12,1.024,0,16.6666666666667,0.28
"S26","Ponzo",14,0.708,0,8.33333333333334,0.4
"S26","Ponzo",23,0.643,0,16.6666666666667,0.4
"S26","Ponzo",27,0.717,0,8.33333333333334,0.16
"S26","Ponzo",29,0.733,0,16.6666666666667,0.4
"S26","Ponzo",30,0.525,0,16.6666666666667,0.28
"S26","Ponzo",32,0.475,1,25,0.16
"S26","Ponzo",34,0.52,1,25,0.4
"S26","Ponzo",35,0.588,0,8.33333333333334,0.28
"S26","Ponzo",36,0.848,1,8.33333333333334,0.04
"S26","Ponzo",37,0.836,0,16.6666666666667,0.04
"S26","Ponzo",38,1.021,0,16.6666666666667,0.16
"S26","Ponzo",42,0.907,1,25,0.16
"S26","Ponzo",43,0.912,0,16.6666666666667,0.16
"S26","Ponzo",44,0.546,1,25,0.28
"S26","Ponzo",46,0.948,0,25,0.4
"S26","Ponzo",47,0.832,0,8.33333333333334,0.28
"S26","Ponzo",49,0.494,1,25,0.04
"S26","Ponzo",53,0.693,1,25,0.28
"S26","Vertical-Horizontal",1,1.095,0,30,0.03
"S26","Vertical-Horizontal",2,1.037,1,60,0.03
"S26","Vertical-Horizontal",3,1.084,0,60,0.12
"S26","Vertical-Horizontal",4,1.365,0,90,0.12
"S26","Vertical-Horizontal",7,0.623,0,30,0.21
"S26","Vertical-Horizontal",11,0.687,0,30,0.3
"S26","Vertical-Horizontal",13,0.515,1,90,0.21
"S26","Vertical-Horizontal",16,0.542,1,60,0.3
"S26","Vertical-Horizontal",18,1.021,1,60,0.12
"S26","Vertical-Horizontal",19,0.595,0,60,0.21
"S26","Vertical-Horizontal",24,0.708,1,30,0.12
"S26","Vertical-Horizontal",25,1.008,0,90,0.12
"S26","Vertical-Horizontal",28,0.673,0,30,0.3
"S26","Vertical-Horizontal",30,0.553,1,30,0.03
"S26","Vertical-Horizontal",32,1.062,1,90,0.03
"S26","Vertical-Horizontal",34,1.094,0,90,0.3
"S26","Vertical-Horizontal",38,0.444,1,90,0.03
"S26","Vertical-Horizontal",42,1.088,0,30,0.21
"S26","Vertical-Horizontal",44,1.273,1,60,0.03
"S26","Vertical-Horizontal",46,0.841,0,60,0.3
"S26","Vertical-Horizontal",51,0.923,0,90,0.3
"S26","Vertical-Horizontal",52,0.557,1,60,0.21
"S26","Vertical-Horizontal",55,0.764,0,90,0.21
"S26","Vertical-Horizontal",56,0.788,0,30,0.12
"S26","Müller-Lyer",2,1.036,0,16.6666666666667,0.35
"S26","Müller-Lyer",5,0.605,1,50,0.05
"S26","Müller-Lyer",8,0.647,1,50,0.2
"S26","Müller-Lyer",10,0.615,1,33.3333333333333,0.05
"S26","Müller-Lyer",12,1.004,0,16.6666666666667,0.2
"S26","Müller-Lyer",14,0.574,1,33.3333333333333,0.35
"S26","Müller-Lyer",16,0.562,1,33.3333333333333,0.05
"S26","Müller-Lyer",18,0.467,0,16.6666666666667,0.5
"S26","Müller-Lyer",20,0.745,0,50,0.5
"S26","Müller-Lyer",21,0.482,0,33.3333333333333,0.5
"S26","Müller-Lyer",22,0.951,0,16.6666666666667,0.5
"S26","Müller-Lyer",25,0.961,1,50,0.35
"S26","Müller-Lyer",27,0.779,1,16.6666666666667,0.05
"S26","Müller-Lyer",29,0.59,1,16.6666666666667,0.35
"S26","Müller-Lyer",31,0.495,1,50,0.35
"S26","Müller-Lyer",36,0.683,0,33.3333333333333,0.35
"S26","Müller-Lyer",39,0.454,1,16.6666666666667,0.2
"S26","Müller-Lyer",41,0.45,1,33.3333333333333,0.5
"S26","Müller-Lyer",45,0.537,1,50,0.2
"S26","Müller-Lyer",46,0.541,1,50,0.05
"S26","Müller-Lyer",50,0.396,1,33.3333333333333,0.2
"S26","Müller-Lyer",52,0.842,1,16.6666666666667,0.05
"S26","Müller-Lyer",53,0.671,1,50,0.5
"S26","Müller-Lyer",54,0.789,1,33.3333333333333,0.2
"S26","Ebbinghaus",2,0.527,0,2.1,0.8
"S26","Ebbinghaus",7,0.884,1,1.4,0.08
"S26","Ebbinghaus",8,1.304,0,0.7,0.32
"S26","Ebbinghaus",10,0.604,0,0.7,0.8
"S26","Ebbinghaus",13,1.177,0,1.4,0.8
"S26","Ebbinghaus",15,0.64,0,0.7,0.8
"S26","Ebbinghaus",18,1.009,1,2.1,0.08
"S26","Ebbinghaus",19,0.801,1,2.1,0.08
"S26","Ebbinghaus",22,0.829,0,1.4,0.56
"S26","Ebbinghaus",25,0.492,0,0.7,0.56
