"Sensitivity_Median","Sensitivity_Mean","Sensitivity_MAP","magnitude","noise","n","parent_n","parent_effect","Parameter","Median","CI","CI_low","CI_high","pd","ROPE_CI","ROPE_low","ROPE_high","ROPE_Percentage","ESS","Rhat","Prior_Distribution","Prior_Location","Prior_Scale"
0.0357764763852988,0.161807066720238,0.0407653045623546,10,0.198098098098098,15,1e+05,0.96260819677462,"x",0.839312856219271,89,0.731590159555493,0.957091299093257,1,89,-0.0770350175536615,0.0770350175536615,0,2893,1.00067468961723,"normal",0,2.17602839784727
0.0301395633362696,0.0328305912526432,0.0397710065352428,10,0.203003003003003,15,1e+05,0.959200771519958,"x",0.941678539574859,89,0.800726673259295,1.07327516760572,1,89,-0.0834338812765664,0.0834338812765664,0,2984,1.00027088624976,"normal",0,2.45696116533146
0.00750165135293475,0.0084448583992415,0.00442777912636219,10,0.207907907907908,15,1e+05,0.959141209723966,"x",0.92523046773613,89,0.858586168704143,0.988284400725861,1,89,-0.0857327672862591,0.0857327672862591,0,3164,1.0008447980356,"normal",0,2.33481051645202
0.0224220521810197,0.0214659929068559,0.0415172380643731,10,0.212812812812813,15,1e+05,0.957810454247046,"x",0.843626137719225,89,0.746612010498396,0.948475446113032,1,89,-0.0864094169518677,0.0864094169518677,0,2711,1.00034813221341,"normal",0,2.16684782689472
0.0120879776410763,0.012875492532161,0.00950607445495406,10,0.217717717717718,15,1e+05,0.95421742500456,"x",0.986274109635912,89,0.897359653379261,1.07951341233137,1,89,-0.112099990934568,0.112099990934568,0,2789,0.999797256908929,"normal",0,2.51138898248312
0.00756884690618274,0.00760333514359898,0.00869390915253488,10,0.222622622622623,15,1e+05,0.953352261198532,"x",0.901151719777943,89,0.838659390556145,0.968728504981541,1,89,-0.12397815855758,0.12397815855758,0,2708,1.00023451378773,"normal",0,2.27586340630945
0.0140691106296474,0.0174455834172251,0.00464326494909257,10,0.227527527527528,15,1e+05,0.949393433231143,"x",0.917230725829913,89,0.832505348884961,1.01391637485174,1,89,-0.121890011644935,0.121890011644935,0,2313,1.00138500910993,"normal",0,2.34388126348066
0.038996539940876,1.54586779092809,0.0118734303161894,10,0.232432432432432,15,1e+05,0.948118972037604,"x",0.920923432186029,89,0.826496796139437,1.02042545820287,1,89,-0.102812148843062,0.102812148843062,0,3152,0.999151546204423,"normal",0,2.35453300220841
0.00620140298489574,0.00680202719799184,0.0102408347308989,10,0.237337337337337,15,1e+05,0.947359223370853,"x",1.10868218961142,89,1.03909147058711,1.18090494047389,1,89,-0.139599969179164,0.139599969179164,0,3306,0.999655764462416,"normal",0,2.79926562734068
0.0147793240217456,0.0168563612681874,0.0198740626383541,10,0.242242242242242,15,1e+05,0.944095898368426,"x",0.946608661608197,89,0.848829502832111,1.05050358505383,1,89,-0.100753092139284,0.100753092139284,0,2706,1.00010427885165,"normal",0,2.42768394657355
0.0185594735480126,0.0227083044268874,0.00313685380981924,10,0.247147147147147,15,1e+05,0.942279692574591,"x",0.964882047558207,89,0.848533175017939,1.09170774047517,1,89,-0.0859425853614267,0.0859425853614267,0,2769,1.00420943208659,"normal",0,2.49189691762958
0.0159241478818524,0.0155765076036861,0.0226918463337735,10,0.252052052052052,15,1e+05,0.94102371129608,"x",1.03474094542442,89,0.930546288935647,1.14046561729698,1,89,-0.1020773544443,0.1020773544443,0,2769,0.999760511591495,"normal",0,2.64325971968896
0.0802239421597988,0.437444360448075,0.0385704222670684,10,0.256956956956957,15,1e+05,0.938331562942907,"x",0.893989394336705,89,0.730268597173724,1.03231008882965,1,89,-0.0829191651970496,0.0829191651970496,0,2943,1.00233259683165,"normal",0,2.36235426117616
0.00629171853579458,0.007312500738212,0.00777486047337821,10,0.261861861861862,15,1e+05,0.937131549485781,"x",1.00870591383652,89,0.95293801405366,1.06703256525055,1,89,-0.13717063619051,0.13717063619051,0,2806,1.0004262950989,"normal",0,2.53661721340631
0.0180217378619523,0.0188242197512185,0.0183681573095359,10,0.266766766766767,15,1e+05,0.931780695566494,"x",0.874750707217334,89,0.779146936500341,0.977170822767395,1,89,-0.101158561525866,0.101158561525866,0,3352,1.00041082333893,"normal",0,2.24798154759044
0.0437538121226274,0.0487203402734546,0.0301246901632643,10,0.271671671671672,15,1e+05,0.931860468824571,"x",0.963553227749475,89,0.805223759218035,1.12602666727628,1,89,-0.0743459473529687,0.0743459473529687,0,2933,1.00000993448843,"normal",0,2.55092512339509
0.0692262670029895,0.0738130049566409,0.0703786979275987,10,0.276576576576577,15,1e+05,0.928448094655873,"x",0.931115289201306,89,0.733043161809772,1.12064551986226,1,89,-0.0792815541159522,0.0792815541159522,0,2957,0.999597749355361,"normal",0,2.53574550681944
0.0324689258665065,0.0379527189011624,0.0241754896809646,10,0.281481481481481,15,1e+05,0.925574004467267,"x",0.967105703902593,89,0.827280199258987,1.11555768337443,1,89,-0.100617544111317,0.100617544111317,0,3004,1.00005150535581,"normal",0,2.52953375590413
0.0274205494036414,0.0285851062932525,0.03529940293139,10,0.286386386386386,15,1e+05,0.92373505427497,"x",0.945797878154181,89,0.811021337244969,1.06848661122063,1,89,-0.077679023966543,0.077679023966543,0,2882,1.00097465769123,"normal",0,2.46127010965546
0.0727596889779455,0.27871560460044,0.13952828844897,10,0.291291291291291,15,1e+05,0.920385995612456,"x",0.866499768040481,89,0.733958129376855,0.999449279910458,1,89,-0.105977619766753,0.105977619766753,0,2996,1.00001106863392,"normal",0,2.28471274902331
0.138823009237955,3.66881093856738,0.0632505509287127,10,0.296196196196196,15,1e+05,0.920138819814912,"x",0.890927719525473,89,0.677734611844777,1.09413937035349,1,89,-0.0636768552487737,0.0636768552487737,0,2684,1.00043391939745,"normal",0,2.48460970113427
0.0217935379753732,0.0274098775300134,0.00416660568794565,10,0.301101101101101,15,1e+05,0.917284307008022,"x",0.821738749005549,89,0.717187042161213,0.932312244102386,1,89,-0.0825882440400214,0.0825882440400214,0,3211,1.00091507173045,"normal",0,2.14127372610673
0.0202711330310813,0.0223925687671137,0.0108427701945744,10,0.306006006006006,15,1e+05,0.91290349262561,"x",0.832854414590596,89,0.744909207897417,0.929929706883579,1,89,-0.106700125428656,0.106700125428656,0,2636,0.999835032213111,"normal",0,2.13652649035337
0.0558149665073223,0.0621131361159305,0.0518617612956192,10,0.310910910910911,15,1e+05,0.911121954136224,"x",0.849537770016181,89,0.686886299077104,1.01756234502448,1,89,-0.0845334853548101,0.0845334853548101,0,2910,0.999680181846953,"normal",0,2.31194579233585
0.0177246910712336,0.0186185713958529,0.021927955315904,10,0.315815815815816,15,1e+05,0.908958363542214,"x",1.01013700550501,89,0.9090922428995,1.11318977777069,1,89,-0.116493094838069,0.116493094838069,0,2314,1.00026803594315,"normal",0,2.57458693603995
0.0374152501340654,0.0395614150752067,0.0360794827782552,10,0.320720720720721,15,1e+05,0.906592343687001,"x",0.896129274429227,89,0.759990970116911,1.04928204253649,1,89,-0.102393121493776,0.102393121493776,0,3017,1.00222794113304,"normal",0,2.36562268324728
0.0356058669465533,0.040151474701748,0.0243306220195332,10,0.325625625625626,15,1e+05,0.904010511179606,"x",0.777838095389541,89,0.66176845457106,0.904668814721738,1,89,-0.072640082868962,0.072640082868962,0,2680,0.999824676355363,"normal",0,2.04885964009871
0.0364807770121342,0.0383139499163192,0.0395374016912211,10,0.330530530530531,15,1e+05,0.902229024063696,"x",0.956302235851137,89,0.805818686768155,1.10978780951641,1,89,-0.10336797075096,0.10336797075096,0,3241,1.00076977766014,"normal",0,2.51140029489959
0.0156520531085436,0.0172804487498225,0.00411895540423745,10,0.335435435435435,15,1e+05,0.898390474356549,"x",0.985558181343111,89,0.890123732431981,1.09433180610014,1,89,-0.124674533123669,0.124674533123669,0,2851,1.00049869116333,"normal",0,2.51544036167865
0.0418302319346692,0.0457916044606897,0.042047545588342,10,0.34034034034034,15,1e+05,0.896755396581184,"x",1.09871343167483,89,0.917063095205138,1.28677342565216,1,89,-0.0914433085795485,0.0914433085795485,0,2951,0.999931689482793,"normal",0,2.91543310177259
0.0659750511223028,0.074992230730455,0.0378719490650792,10,0.345245245245245,15,1e+05,0.892382891595156,"x",0.779712971290403,89,0.613978605480083,0.961099821485321,1,89,-0.0794584436253831,0.0794584436253831,0,2767,1.00054027131042,"normal",0,2.16213356878038
0.0543230785638035,0.0566494607205441,0.0698704647142392,10,0.35015015015015,15,1e+05,0.891982327291197,"x",0.792310806376654,89,0.635914461462235,0.955627967910466,1,89,-0.067361071512171,0.067361071512171,0,2718,1.00057555687606,"normal",0,2.15484335982742
0.0579968999105243,0.0630783791307654,0.0340484861707907,10,0.355055055055055,15,1e+05,0.88753399447334,"x",0.794334669508841,89,0.639765186525464,0.954303658985266,1,89,-0.0896399180515715,0.0896399180515715,0,3249,1.00019394336082,"normal",0,2.14346948485804
0.0526258955633626,0.0588727378534509,0.0402096991724122,10,0.35995995995996,15,1e+05,0.88429770790988,"x",0.763232641663983,89,0.613141784851858,0.903241459177541,1,89,-0.0962282816852553,0.0962282816852553,0,2748,1.00110791981961,"normal",0,2.04917033129344
0.019434334571107,0.0229652175091517,0.0179855625420695,10,0.364864864864865,15,1e+05,0.881260445562412,"x",0.852938917075497,89,0.752596780046163,0.962039434125692,1,89,-0.11177014551363,0.11177014551363,0,2416,1.00127493444636,"normal",0,2.2007154045178
0.0335085912942393,0.0367395508749593,0.0296990782598627,10,0.36976976976977,15,1e+05,0.881344899973485,"x",0.813304054539786,89,0.700441821559844,0.93237642942735,1,89,-0.100091874919433,0.100091874919433,0,2982,0.999916128626004,"normal",0,2.12557682656394
0.0307400116826427,0.0351277807865118,0.0249057207171498,10,0.374674674674675,15,1e+05,0.877452599699164,"x",1.04863995325744,89,0.892006603667677,1.22405961784883,1,89,-0.107481429243862,0.107481429243862,0,2849,1.00163603720116,"normal",0,2.76354241858675
0.025260160769126,0.0270616709267331,0.0336157204385705,10,0.37957957957958,15,1e+05,0.874204930324647,"x",0.788544579142966,89,0.677186785907892,0.899899818824454,1,89,-0.101193364147651,0.101193364147651,0,2981,1.00093180381902,"normal",0,2.0526345878779
0.0213936657458577,0.0229240884309364,0.0292571483565448,10,0.384484484484484,15,1e+05,0.871964724608778,"x",0.994319119474088,89,0.886410819545538,1.1146674774721,1,89,-0.120255392662008,0.120255392662008,0,3384,0.999668260977967,"normal",0,2.550806387916
0.0435594620831779,0.051794528855454,0.014967980126777,10,0.389389389389389,15,1e+05,0.86809835128165,"x",0.881440594649694,89,0.725282420344471,1.0503234544222,1,89,-0.107978531084241,0.107978531084241,0,2993,0.99963747604023,"normal",0,2.37938359747233
0.0593354406232769,1.08349485941935,0.00129040515577719,10,0.394294294294294,15,1e+05,0.865494714822846,"x",1.03771262812047,89,0.884596675280972,1.18564345241028,1,89,-0.112488771769914,0.112488771769914,0,2885,1.00031339984874,"normal",0,2.71079751909541
0.0335082405656204,0.0375996866790468,0.0260307114192667,10,0.399199199199199,15,1e+05,0.86293755409108,"x",1.04672743361466,89,0.896557891762774,1.2000466290446,1,89,-0.126812224381665,0.126812224381665,0,2903,0.999367192137733,"normal",0,2.73471827237204
0.0902080246790812,3.33075598095371,0.0393934772193148,10,0.404104104104104,15,1e+05,0.859955795921377,"x",0.787006458546907,89,0.646242845752547,0.915141033703342,1,89,-0.110149768964611,0.110149768964611,0,2605,1.00031782266782,"normal",0,2.08579131234507
0.0703296869550735,0.0769444349620893,0.0261551413762165,10,0.409009009009009,15,1e+05,0.853883383441482,"x",0.752146373170345,89,0.582440861467762,0.913726407315179,1,89,-0.0875969446746202,0.0875969446746202,0,2624,0.999760101018389,"normal",0,2.0760463764074
0.111162397362384,0.11815029559112,0.102742786991386,10,0.413913913913914,15,1e+05,0.85391218947827,"x",0.727252814286821,89,0.524201800862588,0.926107537043417,1,89,-0.0806721348671714,0.0806721348671714,0,3116,1.00012089907133,"normal",0,2.12721580111153
0.0238124609249123,0.0267098578155793,0.0180072413342927,10,0.418818818818819,15,1e+05,0.851283822395944,"x",0.904561005271018,89,0.791519256293874,1.02613172214737,1,89,-0.108729194986222,0.108729194986222,0,2921,0.999752788089201,"normal",0,2.34340108387166
0.0571413102517251,0.0617925553859387,0.0397182661121124,10,0.423723723723724,15,1e+05,0.846799015036975,"x",0.837918533397447,89,0.670699681026057,1.00171862966047,1,89,-0.0904839228513796,0.0904839228513796,0,2657,1.00012458775543,"normal",0,2.25292020961109
0.0543180236575943,0.0574698578681759,0.0404216902804903,10,0.428628628628629,15,1e+05,0.842174871512806,"x",0.866847227800806,89,0.706381773060714,1.02013220744306,1,89,-0.101371305756473,0.101371305756473,0,2891,1.00024122775915,"normal",0,2.31326720077022
0.127133838230479,0.144202536001864,0.109436174084573,10,0.433533533533534,15,1e+05,0.841015499209065,"x",0.819056483339022,89,0.54827652699973,1.07265161023971,0.99975,89,-0.0915720672992024,0.0915720672992024,0,2944,1.00125841325212,"normal",0,2.43408640332956
0.0655354267748613,0.0717354203869053,0.076228230083605,10,0.438438438438438,15,1e+05,0.839545134589839,"x",0.790448715564897,89,0.623801277977053,0.978496054672771,1,89,-0.0844323946979797,0.0844323946979797,0,3541,0.999640560605566,"normal",0,2.17716117721559
0.0631505141423868,0.0682325100380113,0.050477275720056,10,0.443343343343343,15,1e+05,0.836242136369836,"x",0.851267522292392,89,0.677388118273306,1.0309472945196,1,89,-0.115877591570491,0.115877591570491,0,2909,0.999440742309206,"normal",0,2.33016704969613
0.0676981660448704,0.0738118389180322,0.0646025602346189,10,0.448248248248248,15,1e+05,0.831680000829345,"x",0.86077100604734,89,0.663904202745981,1.05103531132137,1,89,-0.0912488973991606,0.0912488973991606,0,2791,1.00078219807691,"normal",0,2.37022721091508
0.085450110376414,0.0898829920228512,0.0980960036961767,10,0.453153153153153,15,1e+05,0.829270070097705,"x",0.936870722379706,89,0.718665792346061,1.16507073390998,1,89,-0.0879276597397474,0.0879276597397474,0,2815,1.00074494491614,"normal",0,2.62669193245212
0.118316045858248,0.132662720186462,0.077470547936501,10,0.458058058058058,15,1e+05,0.829527376555549,"x",0.641286104548727,89,0.456912165375148,0.84386570534739,1,89,-0.0817110174684672,0.0817110174684672,0,2522,1.0000022773115,"normal",0,1.90007434761918
0.155240272761147,0.173600594937159,0.132655610051854,10,0.462962962962963,15,1e+05,0.82363047430526,"x",0.560831838857228,89,0.37809270545857,0.767877292077971,1,89,-0.0610870257013174,0.0610870257013174,0,2678,1.00240019391078,"normal",0,1.73939660341263
0.0342615031507746,0.0389910545081028,0.0172795915301742,10,0.467867867867868,15,1e+05,0.819256944315731,"x",0.831379132943862,89,0.703344665772079,0.947412695083112,1,89,-0.12093148972355,0.12093148972355,0,2801,1.00220277784109,"normal",0,2.16781243255199
0.0953042671586567,0.10443853565619,0.104156208674759,10,0.472772772772773,15,1e+05,0.818422947700138,"x",0.858111577021294,89,0.62486876868138,1.06391324843051,1,89,-0.0962552118839839,0.0962552118839839,0,2325,1.00078800932218,"normal",0,2.43074351776671
0.133122873795551,0.147936712889128,0.098363849622942,10,0.477677677677678,15,1e+05,0.814611411279158,"x",0.755125932304556,89,0.513295477969518,0.99934843775122,1,89,-0.108826307993113,0.108826307993113,0,3399,0.999793380840102,"normal",0,2.28075031039243
0.192079655013618,0.212881200225043,0.163026279568068,10,0.482582582582583,15,1e+05,0.809255444015086,"x",0.705512645577951,89,0.423679726811429,0.997250020824237,0.99975,89,-0.0805326078317804,0.0805326078317804,0,3156,0.99979499695288,"normal",0,2.32506200320033
0.106363770363354,0.121001311044902,0.0845692383679509,10,0.487487487487487,15,1e+05,0.807827553308333,"x",0.816186985833429,89,0.566635289855573,1.05608247763272,1,89,-0.0882844381127799,0.0882844381127799,0,3281,0.999465388719166,"normal",0,2.43777029718497
0.107589881046773,0.117752117280018,0.130795131318443,10,0.492392392392392,15,1e+05,0.804749013628693,"x",0.61263151887476,89,0.423246625895551,0.798223951968413,1,89,-0.0897576747166386,0.0897576747166386,0,3047,1.00059886769612,"normal",0,1.81509889561477
0.106853416571826,2.01981569888579,0.0495361042767071,10,0.497297297297297,15,1e+05,0.803310242249629,"x",0.805109597856786,89,0.641008952109158,0.958856801238661,1,89,-0.117697824561331,0.117697824561331,0,3308,1.00071659378274,"normal",0,2.18451468522045
0.0216062958138228,0.0242257811513903,0.00679040878289067,10,0.502202202202202,15,1e+05,0.798275091924375,"x",0.774628200440804,89,0.669408167250494,0.864410891732789,1,89,-0.118294394715911,0.118294394715911,0,3129,0.999969579457567,"normal",0,2.00549477196298
0.121805153151298,0.133794482915892,0.0905857734212341,10,0.507107107107107,15,1e+05,0.796459925105127,"x",0.882635525212629,89,0.606641599646277,1.1623750086649,1,89,-0.0848033362936974,0.0848033362936974,0,2892,1.00181083088154,"normal",0,2.63093961509104
0.123176058665958,0.137866554895097,0.105800135283454,10,0.512012012012012,15,1e+05,0.793616551485341,"x",0.688978022311423,89,0.469399322435704,0.89109904465607,1,89,-0.0995963580599159,0.0995963580599159,0,3485,1.00033689517811,"normal",0,2.0629911090025
0.0796158786726999,0.0887140716039662,0.0765370954011129,10,0.516916916916917,15,1e+05,0.788897007180282,"x",0.704864981040896,89,0.521610729312619,0.872198170090734,1,89,-0.104724547656143,0.104724547656143,0,2874,0.999849346740702,"normal",0,1.97839285454015
0.125948008477632,0.141201242345322,0.0949136166727052,10,0.521821821821822,15,1e+05,0.784838563562301,"x",0.744782627342245,89,0.519616038918753,0.956086540820959,1,89,-0.102871054812777,0.102871054812777,0,3263,1.00000609722998,"normal",0,2.21091457120746
0.114092457117649,0.127964218173806,0.103456478639901,10,0.526726726726727,15,1e+05,0.782990491497011,"x",0.776823701454826,89,0.537280711487026,1.00853069360863,1,89,-0.0860942197678966,0.0860942197678966,0,2357,0.999320740262958,"normal",0,2.29674838975414
0.0843105307450737,4.18685839588032,0.0371581526038659,10,0.531631631631632,15,1e+05,0.779555789168722,"x",0.837925338863261,89,0.695839351175273,0.972931539438161,1,89,-0.0974195566489318,0.0974195566489318,0,2956,0.999895655615576,"normal",0,2.22535230377867
0.301763646770726,0.339231896751622,0.280599511277816,10,0.536536536536537,15,1e+05,0.775101207123053,"x",0.60707943840876,89,0.280462739341555,0.933671436479399,0.99575,89,-0.0737162623623426,0.0737162623623426,0,2670,0.999581031832062,"normal",0,2.32191200599
0.0572171517188147,0.0608237241110906,0.0498318990178205,10,0.541441441441441,15,1e+05,0.773238999778325,"x",0.771977949241453,89,0.614499791295091,0.923081246634046,1,89,-0.120592537429833,0.120592537429833,0,3021,1.00077286169255,"normal",0,2.08307753871257
0.0211088815940179,0.0229251480336166,0.0234879176022933,10,0.546346346346346,15,1e+05,0.768590696774024,"x",0.813243976978546,89,0.703991971482605,0.910889986453339,1,89,-0.117323350780983,0.117323350780983,0,2496,1.0012275220872,"normal",0,2.09943836773485
0.0857244805766476,0.0922617644073183,0.0339234887362415,10,0.551251251251251,15,1e+05,0.768198680413902,"x",0.755635202397494,89,0.562591847204656,0.937755876295139,1,89,-0.0851288615662913,0.0851288615662913,0,2862,0.999186919894431,"normal",0,2.1409474508091
0.109594465884264,0.116978951254147,0.103894871523717,10,0.556156156156156,15,1e+05,0.76591640263786,"x",0.701171789393752,89,0.506785620277086,0.90120240749421,1,89,-0.0821042866279262,0.0821042866279262,0,2869,1.00012245548287,"normal",0,2.04744393609398
0.166610503370291,0.187944034910384,0.157696239891936,10,0.561061061061061,15,1e+05,0.758904972781911,"x",0.847761414593859,89,0.50137896976996,1.14847364217139,1,89,-0.10152045715602,0.10152045715602,0,2970,1.00050163033512,"normal",0,2.72762870290301
0.0926716081452356,0.104840276462141,0.0693514313048346,10,0.565965965965966,15,1e+05,0.758324480997502,"x",0.807714134806744,89,0.580797674888665,0.995983494335555,1,89,-0.10222025192959,0.10222025192959,0,2566,1.00095594052256,"normal",0,2.29758412382407
0.102766968996022,0.111591023452562,0.0604995492808344,10,0.570870870870871,15,1e+05,0.754779421875557,"x",0.792903269418533,89,0.569610794384884,1.02404768326464,1,89,-0.0921700128915376,0.0921700128915376,0,3033,1.00021018231353,"normal",0,2.29569934896525
0.340126097751749,4.60957927832625,0.0454422198639612,10,0.575775775775776,15,1e+05,0.749403620231335,"x",0.813981694039271,89,0.673393975761062,0.962242979195095,1,89,-0.107821376152015,0.107821376152015,0,2634,1.00079411643354,"normal",0,2.17345434022817
0.0888476564992896,0.0990923171498644,0.0538523107770664,10,0.580680680680681,15,1e+05,0.74789997906416,"x",0.906211090700543,89,0.644381823138167,1.15016850219123,1,89,-0.0951538671720807,0.0951538671720807,0,2576,1.00077050577011,"normal",0,2.62185916396601
0.0345822057684872,0.0357664691972289,0.0358394761732833,10,0.585585585585586,15,1e+05,0.744692675116243,"x",0.777927997101264,89,0.664213749377087,0.904534994677891,1,89,-0.127278311972273,0.127278311972273,0,3511,0.999878590444249,"normal",0,2.04517401804295
0.223730052109227,0.243212291380688,0.190136914909985,10,0.590490490490491,15,1e+05,0.742764376853359,"x",0.609811554131878,89,0.346946282714201,0.892183047953987,0.99925,89,-0.0714112259559645,0.0714112259559645,0,3440,0.999565926396123,"normal",0,2.07871413569206
0.140920054631625,0.158996970600079,0.0677104625711152,10,0.595395395395395,15,1e+05,0.739057896289365,"x",0.878532727271989,89,0.56232634567246,1.18577441592285,0.99975,89,-0.0878431332704505,0.0878431332704505,0,2648,1.0015418426525,"normal",0,2.73061499610496
0.132224229617244,0.138580580031912,0.152705780253501,10,0.6003003003003,15,1e+05,0.73525913503209,"x",0.592722549646694,89,0.397023419351367,0.790214219296003,1,89,-0.0856147370688564,0.0856147370688564,0,2983,1.00046192698284,"normal",0,1.79112959731569
0.107898741887805,0.117362966605333,0.10087339172045,10,0.605205205205205,15,1e+05,0.732105595325515,"x",0.722228552440856,89,0.515334696037754,0.942017435122,1,89,-0.0917055216940041,0.0917055216940041,0,3406,1.0007234479571,"normal",0,2.11954094521068
0.0609600335387968,0.0669834963473055,0.0504493070141325,10,0.61011011011011,15,1e+05,0.730155272562886,"x",0.89173504687195,89,0.691986393826574,1.08563077919928,1,89,-0.139498024981415,0.139498024981415,0,2758,0.99988786590462,"normal",0,2.45170424949421
0.0947159023352051,0.104276425844354,0.0803959591815693,10,0.615015015015015,15,1e+05,0.72632469804495,"x",0.830156276986539,89,0.600636313194555,1.05734345038799,1,89,-0.102389267087717,0.102389267087717,0,2870,1.00206727877495,"normal",0,2.38552711170717
